id,layer,category,trigger,condition,if_action,else_action,severity,how_to_use,when_to_use,why_to_use,source_doc
AS-2357,kernel,decide,chat turn includes: no tool requested pure chat [case 66],decision score high with evidence,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2358,kernel,decide,skill path hits: no tool requested pure chat [case 67],SSE already opened defer-gate model,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2359,kernel,decide,after bootstrap: no tool requested pure chat [case 68],history length within CONTINUITY bound,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2360,kernel,decide,in production: no tool requested pure chat [case 69],tool_requested and not evidence_available and tool_failed,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2361,kernel,decide,during local dev: no tool requested pure chat [case 70],tool_requested and evidence_available,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2362,kernel,decide,on digitalocean deploy: no tool requested pure chat [case 71],not tool_requested,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2363,kernel,decide,when brain enabled: no tool requested pure chat [case 72],epistemic check failed,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2364,kernel,decide,decision state would be COMMIT with tool failure [case 73],epistemic check passed,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2365,kernel,decide,agent observes: decision state would be COMMIT with tool failure [case 74],AION_BRAIN_REQUIRED true and brain down,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2366,kernel,decide,operator reports: decision state would be COMMIT with tool failure [case 75],AION_BRAIN_ENABLED false,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2367,kernel,decide,runtime detects: decision state would be COMMIT with tool failure [case 76],client sent system role,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2368,kernel,decide,chat turn includes: decision state would be COMMIT with tool failure [case 77],message empty,emit finish_reason defer_tool_failure or defer_tool_failure_with_policy,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2369,kernel,decide,skill path hits: decision state would be COMMIT with tool failure [case 78],operator override flag absent,strip/reject client system role,do not clear tool_errors before decision,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2370,kernel,decide,after bootstrap: decision state would be COMMIT with tool failure [case 79],operator override flag present but disallowed,state=DEFER; score low; bypass LLM; stream defer_text,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2371,kernel,decide,in production: decision state would be COMMIT with tool failure [case 80],decision score below threshold,never COMMIT analysis shape when tool_failed and no evidence,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2372,kernel,decide,during local dev: decision state would be COMMIT with tool failure [case 81],decision score high with evidence,refuse start if brain required and unreachable,FORBIDDEN: stream model analysis after tool failure,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2373,kernel,decide,on digitalocean deploy: decision state would be COMMIT with tool failure [case 82],SSE already opened defer-gate model,record decision checks REALITY EPISTEMIC DECISION in audit,do not clear tool_errors before decision,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2374,kernel,decide,when brain enabled: decision state would be COMMIT with tool failure [case 83],history length within CONTINUITY bound,state=REJECT; refuse unsafe or disallowed request,FORBIDDEN: stream model analysis after tool failure,medium,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2375,kernel,decide,decision state DEFER epistemic fail [case 84],tool_requested and not evidence_available and tool_failed,fall back to local chain when brain optional and unreachable,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2376,kernel,decide,agent observes: decision state DEFER epistemic fail [case 85],tool_requested and evidence_available,enforce CONTINUITY history bounds,FORBIDDEN: stream model analysis after tool failure,high,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
AS-2377,kernel,decide,operator reports: decision state DEFER epistemic fail [case 86],not tool_requested,state=COMMIT; allow generation with tool evidence in context,do not clear tool_errors before decision,critical,resolve_decision sets COMMIT|DEFER|REJECT; DEFER bypasses LLM when tools failed without evidence.,Every chat/decision turn; especially tool failure and auth boundaries.,Enforces EPISTEMIC honesty: no COMMIT without evidence when tools were required.,app/kernel.py + main.py defer gate
