"id","service","category","trigger","condition","if_action","else_action","severity","source_doc"
"FS-0470","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent LLM produces invalid params (wrong types, missing required fields) - 422","Truncate / chunk markdown if response too long for context","Block agent loop after N calls; require operator reset","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0471","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent LLM exceeds context window (truncate markdown response)","Pick cheapest tool: search → map → scrape → batch scrape → crawl → agent","Page on-call; do not let agent retry a 4xx blindly (likely a tool bug)","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0472","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent LLM picks wrong tool (search vs scrape vs map)","Cap tool call count per turn (cost runaway guard)","Block agent loop after N calls; require operator reset","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0473","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent LLM loops on same call (runaway cost)","Redact PII from URL queries (privacy)","Page on-call; do not let agent retry a 4xx blindly (likely a tool bug)","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0474","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent LLM passes PII in URL query (logged at Firecrawl / Steel)","Use proxy='auto' by default; only 'stealth' for known hard sites","Block agent loop after N calls; require operator reset","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0475","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent requests stealth unnecessarily (cost waste - 5 credits vs 1)","Always release Steel session explicitly (cost guardrail)","Page on-call; do not let agent retry a 4xx blindly (likely a tool bug)","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0476","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent forgets to release Steel session (cost waste until timeout)","Limit concurrent scrapes to plan concurrency (avoid 429)","Block agent loop after N calls; require operator reset","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0477","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent issues too many concurrent scrapes (concurrency limit)","Auto-route region for target site (geo-aware)","Page on-call; do not let agent retry a 4xx blindly (likely a tool bug)","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0478","joint","agent","Agent LLM produces invalid params (wrong types, missing required fields)","agent uses wrong region for target site (latency / wrong content)","Use only canonical endpoints (/v2/scrape, /v2/crawl, /v2/map, /v2/search, /v2/extract, /v2/batch/scrape, /v2/agent)","Block agent loop after N calls; require operator reset","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0479","joint","agent","Agent LLM exceeds context window (returns truncated markdown)","agent LLM hallucinates a non-existent endpoint (e.g. /v3/scrape) - 404","Truncate / chunk markdown if response too long for context","Page on-call; do not let agent retry a 4xx blindly (likely a tool bug)","medium","docs.firecrawl.dev/api-reference/introduction; docs.steel.dev/llms-full.txt"
"FS-0480","joint","security","API key is in client-side code (must be server-side)","API key is in client-side code (must be server-side)","Keep API key in server env / secrets manager (never client-side)","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0481","joint","security","API key is in client-side code (must be server-side)","API key is committed to git (rotate, audit)","Rotate API key if leaked; audit usage; force-rotate other devs","Block cross-user session sharing (security incident)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0482","joint","security","API key is in client-side code (must be server-side)","Steel session is shared across users (anti-pattern)","Use one Steel session per user (never share across users)","Block scrape against denylist (legal / ToS / court order)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0483","joint","security","API key is in client-side code (must be server-side)","Steel profile contains user PII (handle per GDPR / CCPA)","Don't store user PII in shared profiles (handle per GDPR / CCPA)","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0484","joint","security","API key is in client-side code (must be server-side)","Firecrawl result contains PII (redact before downstream)","Redact PII from Firecrawl results before downstream / log","Block cross-user session sharing (security incident)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0485","joint","security","API key is in client-side code (must be server-side)","target site is on a denylist (ToS / robots.txt / court order)","Respect denylist (ToS / robots.txt / court order)","Block scrape against denylist (legal / ToS / court order)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0486","joint","security","API key is in client-side code (must be server-side)","ZDR / Lockdown requested for compliance but not enabled on plan","Enable ZDR / Lockdown for compliance (contact help@firecrawl.dev)","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0487","joint","security","API key is in client-side code (must be server-side)","webhook receiver logs full payload (PII risk)","Don't log full webhook payload (PII risk); log only job_id","Block cross-user session sharing (security incident)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0488","joint","security","API key is in client-side code (must be server-side)","login wall broken via stolen cookies (re-auth + rotate)","Re-auth and rotate cookies on suspicious session activity","Block scrape against denylist (legal / ToS / court order)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0489","joint","security","API key is in client-side code (must be server-side)","captcha solver abused (rate limit / vendor block)","Rate-limit captcha solver usage (vendor block risk)","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0490","joint","security","API key is committed to git (rotate, audit)","API key is in client-side code (must be server-side)","Rotate API key if leaked; audit usage; force-rotate other devs","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0491","joint","security","API key is committed to git (rotate, audit)","API key is committed to git (rotate, audit)","Use one Steel session per user (never share across users)","Block cross-user session sharing (security incident)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0492","joint","security","API key is committed to git (rotate, audit)","Steel session is shared across users (anti-pattern)","Don't store user PII in shared profiles (handle per GDPR / CCPA)","Block scrape against denylist (legal / ToS / court order)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0493","joint","security","API key is committed to git (rotate, audit)","Steel profile contains user PII (handle per GDPR / CCPA)","Redact PII from Firecrawl results before downstream / log","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0494","joint","security","API key is committed to git (rotate, audit)","Firecrawl result contains PII (redact before downstream)","Respect denylist (ToS / robots.txt / court order)","Block cross-user session sharing (security incident)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0495","joint","security","API key is committed to git (rotate, audit)","target site is on a denylist (ToS / robots.txt / court order)","Enable ZDR / Lockdown for compliance (contact help@firecrawl.dev)","Block scrape against denylist (legal / ToS / court order)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0496","joint","security","API key is committed to git (rotate, audit)","ZDR / Lockdown requested for compliance but not enabled on plan","Don't log full webhook payload (PII risk); log only job_id","Page on-call; rotate key immediately if leaked","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
"FS-0497","joint","security","API key is committed to git (rotate, audit)","webhook receiver logs full payload (PII risk)","Re-auth and rotate cookies on suspicious session activity","Block cross-user session sharing (security incident)","critical","docs.firecrawl.dev/features/zero-data-retention; docs.firecrawl.dev/features/lockdown; docs.steel.dev/llms-full.txt"
